Business Name,Phone,Email,Website,City,ZIP,Google Category,Rating,Reviews,Source Search,Qualification Status,Qualification Reason,Service Type,Confidence,Primary Region,City/Location Note,Ownership Type,Ownership Confidence,Ownership Notes,Outreach Priority,Priority Reason,Data Status,Google Maps URL
Junk Be Gone,(720) 583-0979,pickup@junkbegonedenver.com,https://www.junkbegonedenver.com/?utm\_source=google\&utm\_medium=local,Denver,80204,Garbage collection service,5,237,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Junk%20Be%20Gone\&query\_place\_id=ChIJK-mEAId-bIcRPIcLkO\_6Re4
"Junkman Enterprises, Inc.",(303) 777-4667,junkmandenver@gmail.com,http://www.junkmanonline.com/,Denver,80223,Waste management service,5,1653,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Junkman%20Enterprises%2C%20Inc.\&query\_place\_id=ChIJXRvo-QB-bIcRyUrhe1Xfmqc
Massie Dumpster Rental Denver,(303) 228-0165,sales@massiedumpsterrental.com,https://www.massiedumpsterrental.com/denver-co,Denver,80249,Waste management service,4.9,12,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Massie%20Dumpster%20Rental%20Denver\&query\_place\_id=ChIJAfUPGLNlbIcRNGP0np7sjl4
McDonald Farms Enterprises,(719) 751-7978,info@mcdonaldfarmsinc.com; grease@mcdonaldfarmsinc.com; dispatch@mcdonaldfarmsinc.com,https://mcdonaldfarmsinc.com/,Denver,80216,Waste management service,3.4,25,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=McDonald%20Farms%20Enterprises\&query\_place\_id=ChIJdUntI6h5bIcRtEH1DfStoPA
Red Rocks Roll-Off Services,(303) 883-6050,info@redrocksrollo.com,https://www.redrocksrollo.com/,Denver,80249,Dumpster rental service,5,80,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Red%20Rocks%20Roll-Off%20Services\&query\_place\_id=ChIJy30KNWqEKC4RxEQHSDJRR9c
Super junkers,(720) 248-7076,office@superjunkers.com,https://www.superjunkers.com/,Denver,80224,Debris removal service,5,203,Commercial Dumpster Rental,Not Qualified,No qualifying dumpster/roll-off signals found,N/A,Low,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Super%20junkers\&query\_place\_id=ChIJTwGARll9bIcRKhuARIzxJiY
Custom Disposal LLC,(970) 567-4780,customdisposalllc@gmail.com,http://www.customdisposalllc.com/,Eaton,80615,Waste management service,5,30,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Custom%20Disposal%20LLC\&query\_place\_id=ChIJK6iBgNe9bocROue7e-lokHo
Box Brothers Rolloff Services,(303) 465-2100,boxbrothersmarketing@gmail.com; boxbrothersrolloff@gmail.com,http://boxbrothersrolloff.com/,Erie,80516,Dumpster rental service,5,17,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Erie,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Box%20Brothers%20Rolloff%20Services\&query\_place\_id=ChIJMTQrNOULbIcR88i3\_ELCF\_g
Erie Recycling Center,(303) 926-2734,ErieRecyclingCenter@erieco.gov; contactus@erieco.gov; artrujillo@homesteadmgmt.com; ksickels@associacolorado.com,https://www.erieco.gov/282/Erie-Recycling-Center,Erie,80516,Recycling center,3.7,31,Commercial Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Northern Colorado,Erie,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Erie%20Recycling%20Center\&query\_place\_id=ChIJh8ki6KD3a4cRqNpY\_807dSk
Good Riddance Disposal,(720) 404-8347,info@goodriddancedumpster.com,https://goodriddancedumpster.com/,Erie,80516,Dumpster rental service,4.6,9,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Erie,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Good%20Riddance%20Disposal\&query\_place\_id=ChIJew-4QWILbIcREne\_8aalQl4
Rival Services,(970) 867-9437,info@rivalservices.net,http://www.rivalservices.net/,Evans,80620,Waste management service,,,Roll Off Dumpster Rental,Maybe,Appeared in roll-off search; name/category inconclusive,Possible Roll-Off Rental,Low,Northern Colorado,Evans,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Rival%20Services\&query\_place\_id=ChIJs1Gm26ehbocRXWoYJfbpPpE
"Ram Worx, LLC",(719) 373-3299,ram@ramworxllc.com,https://www.ramworxllc.com/,Florissant,80816,Waste management service,5,1,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Ram%20Worx%2C%20LLC\&query\_place\_id=ChIJuTfD87evYU0REBkx16A7e18
Bin There Dump That,(970) 232-9354,fortcollins@bintheredumpthat.com,https://www.bintheredumpthat.com/fort-collins-northern-colorado-dumpster-rentals/,Fort Collins,80524,Dumpster rental service,5,1017,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Fort Collins,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That\&query\_place\_id=ChIJhTABojpNaYcRQJ\_7pzxJaaM
Hagen's Junk Removal,(970) 581-5361,contact@hagensjunkremoval.com,http://hagensjunkremoval.com/?utm\_source=google\&utm\_medium=organic\&utm\_campaign=gmb,Fort Collins,80524,Waste management service,5,188,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Northern Colorado,Fort Collins,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Hagen's%20Junk%20Removal\&query\_place\_id=ChIJ7aJbruE1aYcRVFihmsxxsf4
Ram Waste Systems Inc,(970) 226-3396,CUSTOMERSERVICE5327@WASTECONNECTIONS.COM,https://ramwastesystems.com/,Fort Collins,80525,Waste management service,2.9,584,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,Fort Collins,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Ram%20Waste%20Systems%20Inc\&query\_place\_id=ChIJSZZDMItMaYcRqhGlTlvtkFk
redbox+ Dumpsters of Fort Collins,(970) 696-8800,NEDenverCS@redboxplus.com; info@redboxplus.com,https://www.redboxplus.com/fort-collins,Fort Collins,80528,Dumpster rental service,4.9,121,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Fort Collins,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=redbox%2B%20Dumpsters%20of%20Fort%20Collins\&query\_place\_id=ChIJ9VhzfuNVYGERAAODRJrnbUo
Sage Disposal,(970) 556-9351,info@sagedisposal.com,https://www.sagedisposal.com/,Fort Collins,80524,Dumpster rental service,4.8,50,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Fort Collins,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Sage%20Disposal\&query\_place\_id=ChIJlTBYLpetbocRyq3n25TIsCs
Skyline Roll Off Services,(970) 413-8333,skylinerolloffservices@gmail.com,https://dumpster-rental-service.com/,Fort Collins,80528,Dumpster rental service,5,5,Roll Off Dumpster Rental,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Fort Collins,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Skyline%20Roll%20Off%20Services\&query\_place\_id=ChIJ4Uo\_qB-zbocRB-zvm9V3gGY
Highlands Waste Solutions,(720) 414-1971,wastesales@sequoyahlg.com,https://www.highlandswastesolutions.com/,Fort Lupton,80621,Waste management service,,,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,(303/720 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Highlands%20Waste%20Solutions\&query\_place\_id=ChIJ-fj8nXcTbIcRGRY8r-Q76\_E
Red Iron Rolloffs,(970) 467-4716,dana@redironrolloffs.com,http://www.redironrolloffs.com/,Fort Morgan,80701,Waste management service,5,14,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Red%20Iron%20Rolloffs\&query\_place\_id=ChIJfaDAFlzpbYcRq1kar6j4nqU
Wolf Waste Removal,(970) 483-5299,office@wolfwaste.com,http://www.wolfwaste.com/,Fort Morgan,80701,Waste management service,3.8,35,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Wolf%20Waste%20Removal\&query\_place\_id=ChIJH6vSIBm\_bYcRHwmtgOqu44Q
FOUNTAIN LANDFILL,(719) 382-9661,Helen.Grigg@WasteConnections.com; SpecialWaste4100@wcnx.org,https://www.wasteconnections.com/fountain-landfill,Fountain,80817,Waste management service,3.2,107,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,CO Springs/Pikes Peak,Fountain,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=FOUNTAIN%20LANDFILL\&query\_place\_id=ChIJL4ehLtdrE4cRdeHuH4pOxRo
The Drop,(970) 531-0139,aheon@town.fraser.co.us,https://www.frasercolorado.com/306/Free-Recycling-and-Pay-As-You-Throw-Tras,Fraser,80442,Waste management service,3.9,19,Commercial Dumpster Rental,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,(970 area code — N.CO or W.Slope),Regional Independent,Medium,Regional branding in domain name,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=The%20Drop\&query\_place\_id=ChIJwYG17dg1aocRFzg-nIX9Twg
McDonald Farms Enterprises,(719) 751-8559,info@mcdonaldfarmsinc.com; grease@mcdonaldfarmsinc.com; dispatch@mcdonaldfarmsinc.com,https://mcdonaldfarmsinc.com/,Frederick,80516,Waste management service,3.4,20,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,Frederick,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=McDonald%20Farms%20Enterprises\&query\_place\_id=ChIJG6yPSvoIbIcRvKSs4yBvuy0
"Alpine Fire Mitigation, LLC. AFM Roll-Offs",(970) 485-5932,Darrell@afmrolloffs.net,http://afmrolloffs.net/,Frisco,80443,Dumpster rental service,5,10,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Mountain Towns/High Country,Frisco,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Alpine%20Fire%20Mitigation%2C%20LLC.%20AFM%20Roll-Offs\&query\_place\_id=ChIJ\_\_\_\_\_7-KaocRGjSQwJDO77Y
Trust Recycle & Waste,(970) 423-7333,boatx@brixtemplates.com,https://www.trustrw.com/,Frisco,80443,Dumpster rental service,5,2,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,Mountain Towns/High Country,Frisco,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Trust%20Recycle%20%26%20Waste\&query\_place\_id=ChIJZ8kmTgiU34cRYxE9b0BhQWk
Bison Rolloff Dumpster Rentals,(970) 778-0334,bisonrolloffs@gmail.com,https://bisonrolloffs.com/,Fruita,81521,Dumpster rental service,5,29,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Western Slope,Fruita,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bison%20Rolloff%20Dumpster%20Rentals\&query\_place\_id=ChIJt5v7nNX9RocRROX5VHuxr2o
Chuckin Junk Hauling LLC,(970) 270-3478,contact@chuckinjunk.com,http://chuckinjunk.com/?utm\_source=gmb\&utm\_medium=referral,Fruita,81521,Debris removal service,4.8,22,Roll Off Dumpster Rental,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Western Slope,Fruita,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Chuckin%20Junk%20Hauling%20LLC\&query\_place\_id=ChIJPf9O-qUfR4cRbarcfuieZc0
Valley Waste Solutions LLC,(970) 963-3922,Admin@valleywastesolutions.com,http://valleywastesolutions.com/,Glenwood Springs,81601,Waste management service,4.2,5,Commercial Dumpster Rental,Maybe,Waste management category + qualifying name — roll-off unconfirmed,Possible Dumpster/Hauling,Medium,Western Slope,Glenwood Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Valley%20Waste%20Solutions%20LLC\&query\_place\_id=ChIJ0YKM2FEJQYcRRSxQcWodoX4
Ranch Creek Waste LLC,(970) 557-4305,josh@ranchcreekwaste.com,http://ranchcreekwaste.com/,Granby,80446,Waste management service,4.7,14,Roll Off Dumpster Rental,Maybe,Appeared in roll-off search; name/category inconclusive,Possible Roll-Off Rental,Low,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Ranch%20Creek%20Waste%20LLC\&query\_place\_id=ChIJnbDf01knaocRmJzmPhChLx4
"Big Foot Roll Off Services, LLC",(970) 361-7150,bigfootrolloff@gmail.com,http://bigfootrolloff.com/,Grand Junction,81501,Waste management service,4.9,37,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Western Slope,Grand Junction,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Big%20Foot%20Roll%20Off%20Services%2C%20LLC\&query\_place\_id=ChIJD3t7KZMdR4cRN4vDjATdaFE
Humpty Dumpsters,(970) 361-6016,office@humptydumpsters.us,http://www.humptydumpsters.us/,Grand Junction,81503,Waste management service,4.3,74,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Western Slope,Grand Junction,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Humpty%20Dumpsters\&query\_place\_id=ChIJrQhxfecdR4cRwGEtImtpges
Bin There Dump That Dumpster Rental Greeley,(970) 400-1567,fortcollins@bintheredumpthat.com,https://www.bintheredumpthat.com/fort-collins-northern-colorado-dumpster-rentals/service-areas/greeley/,Greeley,80631,Dumpster rental service,5,12,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Greeley,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That%20Dumpster%20Rental%20Greeley\&query\_place\_id=ChIJxfZ28DyhbocRFzhVk\_dT2WY
Norco Enterprises LLC,(970) 324-9588,norcoenterprises1@gmail.com,https://www.facebook.com/NorcoEnterprises/,Greeley,80631,Waste management service,5,20,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,Greeley,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Norco%20Enterprises%20LLC\&query\_place\_id=ChIJb4dbrJKhbocRnbh6IdK-YN4
Jeff's Junk Removal,(720) 878-5473,mattplat08@gmail.com,https://www.jeffsjunkremovalco.com/,Greenwood Village,80111,Waste management service,5,194,Commercial Dumpster Rental,Maybe,Waste management category + qualifying name — roll-off unconfirmed,Possible Dumpster/Hauling,Medium,Denver Metro,Greenwood Village,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Jeff's%20Junk%20Removal\&query\_place\_id=ChIJn6ByexiHbIcRIxxfiMJxV98
Golden Eagle Trash Service,(970) 641-3230,goldeneagletrash@pcrs.net,http://www.goldeneagletrashservice.com/,Gunnison,81230,Waste management service,3.4,7,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,Western Slope,Gunnison,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Golden%20Eagle%20Trash%20Service\&query\_place\_id=ChIJ\_UyHgU\_eP4cRDPwCHTYSHjw
Gunnison County Landfill,(970) 641-5522,mschmidt@gunnisoncounty.org; publicworks@gunnisoncounty.org; eksmith@gunnisoncounty.org; jhouck@gunnisoncounty.org; ldaniels@gunnisoncounty.org,https://gunnisoncounty.org/169/Solid-Waste-Management,Gunnison,81230,Garbage collection service,4.3,19,Commercial Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Western Slope,Gunnison,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Gunnison%20County%20Landfill\&query\_place\_id=ChIJ80RFfhLsP4cR5by5qSpl0Ms
Gunnison Refuse Department,(970) 641-8020,awilson@gunnisonco.gov; eboucher@gunnisonco.gov; lbuffington@gunnisonco.gov; egarcia@gunnisonco.gov; resqueda@gunnisonco.gov; asinkewich@gunnisonco.gov; hferchau@gunnisonco.gov; bcowan@gunnisonco.gov; staramarcaz@gunnisonco.gov; tshelafo@gunnisonco.gov; mlee@gunnisonco.gov; scostell@gunnisonco.gov; frodriguez@gunnisonco.gov; cwilson@gunnisonco.gov; cortiz@gunnisonco.gov; price@gunnisonco.gov; cmcgowan@gunnisonco.gov; wdowis@gunnisonco.gov; pirby@gunnisonco.gov; jkibler@gunnisonco.gov; cgreen@gunnisonco.gov; nhill@gunnisonco.gov; awolfe@gunnisonco.gov; dgetz@gunnisonco.gov; lstarkebaum@gunnisonco.gov; wbergman@gunnisonco.gov; %20bcowan@gunnisonco.gov,https://www.gunnisonco.gov/departments/public\_works/refuse\_and\_recycling/index.php,Gunnison,81230,Garbage collection service,,,Commercial Dumpster Rental,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Western Slope,Gunnison,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Gunnison%20Refuse%20Department\&query\_place\_id=ChIJBT-IaemSP4cRrMGkL0msK0E
Western Sanitation,(970) 710-0363,rentals@westernsanitation.com,https://westernsanitation.com/,Gunnison,81230,Waste management service,4.7,14,Commercial Dumpster Rental,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Western Slope,Gunnison,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Western%20Sanitation\&query\_place\_id=ChIJBYGzRbFiU2kR\_DdH0K2Wqak
Trinity Recycling,(970) 328-5051,office@trinityrecycle.com,http://trinityrecycle.com/,Gypsum,81637,Recycling center,4.8,93,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Trinity%20Recycling\&query\_place\_id=ChIJvWEU1E7BQYcRNSUi\_3UA\_U8
Empire Demolition & Property Services LLC.,(970) 389-1616,Empireco.demolition@gmail.com,http://www.empiredemolitionps.com/,Idaho Springs,80452,Demolition contractor,5,3,Commercial Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Mountain Towns/High Country,Idaho Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Empire%20Demolition%20%26%20Property%20Services%20LLC.\&query\_place\_id=ChIJnxZut8Wka4cRzI307GtL9Gw
Kens Bins LLC,(970) 769-9435,Ken@kensbinsllc.com,http://kensbinsllc.com/,Ignacio,81137,Waste management service,5,1,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Kens%20Bins%20LLC\&query\_place\_id=ChIJBd8Yec1L26YRpJ13vPWam2E
Hulk Addicts Hauling and Junk Removal,(970) 818-4855,info@hulkaddicts.com,http://hulkaddictsjunk.com/?utm\_source=GMB%2B\&utm\_medium=Website,Johnstown,80534,Garbage collection service,5,256,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Northern Colorado,Johnstown,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Hulk%20Addicts%20Hauling%20and%20Junk%20Removal\&query\_place\_id=ChIJoULoDYKtbocRax0n1\_TRn40
G\&A Waste Services LLC,(720) 412-2919,gawasteservices@gmail.com,https://gawasteservices.com/,Keenesburg,80643,Dumpster rental service,5,1,Roll Off Dumpster Rental,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,(303/720 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=G%26A%20Waste%20Services%20LLC\&query\_place\_id=ChIJZQ3Fp2NP-mkRBK9gL\_wpo8k
HBS Trash,(720) 547-8600,customerservice@hbstrash.com,https://hbstrash.com/,Kiowa,80117,Waste management service,4.4,200,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Denver Metro,(303/720 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=HBS%20Trash\&query\_place\_id=ChIJCV1DKevDbIcR7jNzFm7TaA0
SP Services,(719) 936-1040,spservicesllc20@gmail.com,http://www.sptrash.com/,La Jara,81140,Waste management service,4.8,52,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=SP%20Services\&query\_place\_id=ChIJ4VPt-D9dFocRD5SI-lTstnc
Bin There Dump That,(303) 406-2741,boulderco@bintheredumpthat.com,https://www.bintheredumpthat.com/boulder-dumpster-rentals/service-areas/lafayette/?utm\_source=GMB-Broomfield\&utm\_medium=GMB-URL\&utm\_campaign=GMB-Broomfield-URL,Lafayette,80026,Dumpster rental service,4.9,53,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Lafayette,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That\&query\_place\_id=ChIJ57js6X\_1a4cReOYOC1RebX4
Countrywide Dumpster Rental Lakewood,(720) 807-2770,sales@countrywidedumpsterrental.com,https://www.countrywidedumpsterrental.com/lakewood-co,Lakewood,80226,Waste management service,5,2,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Lakewood,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Countrywide%20Dumpster%20Rental%20Lakewood\&query\_place\_id=ChIJo\_-ILmqBa4cRwjgKxoneJRQ
